id,order_id,product_id,quantity,unit_price,discount_percentage
872,361,83,4,417.63,11.65
873,361,79,5,371.72,3.11
874,362,78,2,408.92,5.99
875,363,47,1,314.47,15.84
876,363,53,4,245.33,2.24
877,363,86,1,432.57,19.52
878,363,83,2,417.63,11.65
879,364,86,4,432.57,19.52
880,364,76,2,134.07,18.67
881,364,70,5,26.97,9.54
882,365,82,5,353.42,11.22
883,365,34,3,379.89,3.19
884,366,51,3,435.52,5.97
885,366,76,3,134.07,18.67
886,367,39,4,227.8,16.68
887,368,75,2,230.23,19.97
888,368,86,2,432.57,19.52
889,369,79,4,371.72,3.11
890,369,84,4,449.69,15.92
891,370,71,4,41.9,3.72
892,370,57,1,325.64,8.76
893,370,55,1,64.63,13.2
894,371,75,3,230.23,19.97
895,371,90,4,165.47,17.29
896,371,87,4,462.39,15.65
897,372,86,1,432.57,19.52
898,373,81,5,23.96,6.67
899,374,83,3,417.63,11.65
900,374,44,3,250.62,17.69
901,374,62,3,212.94,9.34
902,374,48,5,498.07,10.58
903,375,81,1,23.96,6.67
904,375,52,1,381.73,10.79
905,375,88,1,394.11,2.16
906,375,74,4,134.28,2.62
907,376,59,1,316.29,4.58
908,376,60,4,140.68,9.71
909,377,41,3,232.21,5.4
910,377,86,1,432.57,19.52
911,377,90,3,165.47,17.29
912,378,73,2,329.37,11.3
913,378,88,1,394.11,2.16
914,378,72,4,470.91,11.39
915,379,72,1,470.91,11.39
916,379,36,2,365.41,10.72
917,379,76,4,134.07,18.67
918,379,37,1,415.04,12.37
919,380,64,4,71.81,3.67
920,380,74,1,134.28,2.62
921,381,86,4,432.57,19.52
922,382,45,4,373.0,10.78
923,383,51,3,435.52,5.97
924,384,80,2,317.85,5.28
925,384,83,2,417.63,11.65
926,384,79,1,371.72,3.11
927,384,86,5,432.57,19.52
928,385,59,2,316.29,4.58
929,385,53,2,245.33,2.24
930,386,86,1,432.57,19.52
931,386,44,2,250.62,17.69
932,386,36,1,365.41,10.72
933,386,88,5,394.11,2.16
934,387,51,3,435.52,5.97
935,387,81,1,23.96,6.67
936,387,39,2,227.8,16.68
937,387,46,5,111.22,19.95
938,388,44,5,250.62,17.69
939,388,64,2,71.81,3.67
940,388,69,4,149.76,19.37
941,389,62,1,212.94,9.34
942,389,55,2,64.63,13.2
943,390,64,1,71.81,3.67
944,391,55,5,64.63,13.2
945,391,86,4,432.57,19.52
946,392,79,1,371.72,3.11
947,392,61,1,123.01,9.46
948,393,44,1,250.62,17.69
949,393,33,4,101.02,13.0
950,393,90,5,165.47,17.29
951,394,58,5,170.37,11.77
952,394,75,5,230.23,19.97
953,394,56,5,464.6,15.11
954,394,36,2,365.41,10.72
955,395,36,2,365.41,10.72
956,395,63,2,364.65,16.01
957,395,89,5,176.13,16.41
958,396,50,4,477.0,17.52
959,397,36,4,365.41,10.72
960,397,90,1,165.47,17.29
961,398,50,2,477.0,17.52
962,399,75,2,230.23,19.97
963,399,31,4,138.96,4.46
964,400,41,3,232.21,5.4
965,400,54,1,439.25,18.94
966,400,39,1,227.8,16.68
967,401,64,5,71.81,3.67
968,401,35,1,169.62,1.85
969,401,47,4,314.47,15.84
970,402,34,5,379.89,3.19
971,402,62,2,212.94,9.34
972,402,85,3,53.19,15.6
973,403,88,5,394.11,2.16
974,404,33,1,101.02,13.0
975,405,54,2,439.25,18.94
976,405,55,1,64.63,13.2
977,405,89,5,176.13,16.41
978,405,40,4,468.45,12.96
979,406,57,3,325.64,8.76
980,406,89,3,176.13,16.41
981,407,38,1,331.31,15.46
982,407,63,2,364.65,16.01
983,407,74,2,134.28,2.62
984,408,35,3,169.62,1.85
985,408,87,3,462.39,15.65
986,408,60,3,140.68,9.71
987,408,86,1,432.57,19.52
988,409,54,2,439.25,18.94
989,410,78,4,408.92,5.99
990,410,70,3,26.97,9.54
991,410,46,5,111.22,19.95
992,411,40,4,468.45,12.96
993,411,31,1,138.96,4.46
994,412,71,1,41.9,3.72
995,412,84,3,449.69,15.92
996,412,75,1,230.23,19.97
997,413,44,5,250.62,17.69
998,414,34,1,379.89,3.19
999,414,40,1,468.45,12.96
1000,414,76,2,134.07,18.67
1001,414,48,5,498.07,10.58
1002,415,78,5,408.92,5.99
1003,415,36,2,365.41,10.72
1004,415,68,4,478.74,19.91
1005,415,37,1,415.04,12.37
1006,416,73,3,329.37,11.3
1007,416,39,3,227.8,16.68
1008,416,46,4,111.22,19.95
1009,416,49,3,134.88,12.82
1010,417,45,2,373.0,10.78
1011,417,35,5,169.62,1.85
1012,417,43,1,34.96,18.26
1013,418,59,3,316.29,4.58
1014,418,60,4,140.68,9.71
1015,419,80,3,317.85,5.28
1016,419,44,4,250.62,17.69
1017,419,59,3,316.29,4.58
1018,420,82,3,353.42,11.22
1019,420,74,5,134.28,2.62
1020,421,40,2,468.45,12.96
1021,421,36,3,365.41,10.72
1022,421,76,4,134.07,18.67
1023,422,47,1,314.47,15.84
1024,422,83,4,417.63,11.65
1025,422,42,4,163.49,15.37
1026,423,37,1,415.04,12.37
1027,423,60,2,140.68,9.71
1028,424,84,2,449.69,15.92
1029,425,54,1,439.25,18.94
1030,425,74,5,134.28,2.62
1031,425,71,5,41.9,3.72
1032,425,72,3,470.91,11.39
1033,426,43,4,34.96,18.26
1034,427,38,1,331.31,15.46
1035,427,33,2,101.02,13.0
1036,427,60,5,140.68,9.71
1037,428,32,2,212.12,0.6
1038,428,55,3,64.63,13.2
1039,428,74,2,134.28,2.62
1040,428,58,2,170.37,11.77
1041,429,87,5,462.39,15.65
1042,429,40,5,468.45,12.96
1043,429,33,2,101.02,13.0
1044,429,70,3,26.97,9.54
1045,430,34,2,379.89,3.19
1046,430,36,4,365.41,10.72
1047,430,48,2,498.07,10.58
1048,430,55,5,64.63,13.2
1049,431,55,3,64.63,13.2
1050,432,53,3,245.33,2.24
1051,432,89,4,176.13,16.41
1052,432,67,3,492.68,5.3
1053,432,63,2,364.65,16.01
1054,433,32,3,212.12,0.6
1055,433,88,1,394.11,2.16
1056,434,80,2,317.85,5.28
1057,434,68,1,478.74,19.91
1058,434,45,2,373.0,10.78
1059,435,79,2,371.72,3.11
1060,436,90,2,165.47,17.29
1061,436,84,2,449.69,15.92
1062,436,85,2,53.19,15.6
1063,437,76,3,134.07,18.67
1064,438,67,4,492.68,5.3
1065,438,43,5,34.96,18.26
1066,439,33,5,101.02,13.0
1067,439,36,2,365.41,10.72
1068,439,34,1,379.89,3.19
1069,439,45,5,373.0,10.78
1070,440,89,2,176.13,16.41
1071,440,70,3,26.97,9.54
1072,440,43,2,34.96,18.26
1073,441,40,5,468.45,12.96
1074,442,35,4,169.62,1.85
1075,442,54,5,439.25,18.94
1076,442,76,1,134.07,18.67
1077,443,39,4,227.8,16.68
1078,443,41,4,232.21,5.4
1079,443,77,3,220.22,10.86
1080,444,45,2,373.0,10.78
1081,444,73,4,329.37,11.3
1082,444,68,3,478.74,19.91
1083,445,77,5,220.22,10.86
1084,445,31,4,138.96,4.46
1085,446,69,5,149.76,19.37
1086,446,51,2,435.52,5.97
1087,447,40,2,468.45,12.96
1088,447,52,3,381.73,10.79
1089,447,78,3,408.92,5.99
1090,447,35,2,169.62,1.85
1091,448,31,1,138.96,4.46
1092,448,47,3,314.47,15.84
1093,448,44,3,250.62,17.69
1094,448,46,1,111.22,19.95
1095,449,59,4,316.29,4.58
1096,449,77,4,220.22,10.86
1097,449,57,4,325.64,8.76
1098,449,41,3,232.21,5.4
1099,450,84,4,449.69,15.92
1100,451,59,1,316.29,4.58
1101,451,35,3,169.62,1.85
1102,452,37,2,415.04,12.37
1103,452,35,4,169.62,1.85
1104,452,52,2,381.73,10.79
1105,453,52,5,381.73,10.79
1106,454,72,4,470.91,11.39
1107,454,41,2,232.21,5.4
1108,454,69,1,149.76,19.37
1109,454,87,1,462.39,15.65
1110,455,57,5,325.64,8.76
1111,455,75,5,230.23,19.97
1112,456,46,4,111.22,19.95
1113,456,37,5,415.04,12.37
1114,456,34,5,379.89,3.19
1115,457,54,1,439.25,18.94
1116,458,83,5,417.63,11.65
1117,458,73,4,329.37,11.3
1118,458,71,2,41.9,3.72
1119,459,41,3,232.21,5.4
1120,459,71,1,41.9,3.72
1121,460,81,4,23.96,6.67
1122,460,56,3,464.6,15.11
1123,460,61,1,123.01,9.46
1124,461,54,4,439.25,18.94
1125,461,87,3,462.39,15.65
1126,462,47,4,314.47,15.84
1127,463,84,5,449.69,15.92
1128,463,48,1,498.07,10.58
1129,464,73,3,329.37,11.3
1130,465,66,4,243.85,4.27
1131,465,34,5,379.89,3.19
1132,466,67,3,492.68,5.3
1133,466,87,1,462.39,15.65
1134,466,46,4,111.22,19.95
1135,466,61,1,123.01,9.46
1136,467,38,4,331.31,15.46
1137,467,79,2,371.72,3.11
1138,468,39,4,227.8,16.68
1139,468,33,1,101.02,13.0
1140,469,84,3,449.69,15.92
1141,469,69,3,149.76,19.37
1142,470,66,3,243.85,4.27
1143,470,56,5,464.6,15.11
1144,470,51,4,435.52,5.97
1145,470,85,1,53.19,15.6
1146,471,57,2,325.64,8.76
1147,472,90,1,165.47,17.29
1148,473,86,3,432.57,19.52
1149,473,65,4,326.77,10.81
1150,473,87,3,462.39,15.65
1151,474,33,2,101.02,13.0
1152,474,42,5,163.49,15.37
1153,474,48,5,498.07,10.58
1154,474,56,4,464.6,15.11
1155,475,75,4,230.23,19.97
1156,475,46,3,111.22,19.95
1157,475,34,3,379.89,3.19
1158,476,50,4,477.0,17.52
1159,476,48,1,498.07,10.58
1160,476,84,2,449.69,15.92
1161,477,80,4,317.85,5.28
1162,477,83,5,417.63,11.65
1163,477,51,1,435.52,5.97
1164,477,48,2,498.07,10.58
1165,478,78,3,408.92,5.99
1166,478,62,1,212.94,9.34
1167,478,79,5,371.72,3.11
1168,478,64,2,71.81,3.67
1169,479,39,5,227.8,16.68
1170,479,80,1,317.85,5.28
1171,479,85,2,53.19,15.6
1172,479,64,2,71.81,3.67
1173,480,33,1,101.02,13.0
1174,480,60,3,140.68,9.71
1175,481,83,4,417.63,11.65
1176,481,60,1,140.68,9.71
1177,481,63,1,364.65,16.01
1178,482,69,4,149.76,19.37
1179,482,59,5,316.29,4.58
1180,482,42,5,163.49,15.37
1181,482,86,3,432.57,19.52
1182,483,78,1,408.92,5.99
1183,483,84,3,449.69,15.92
1184,483,75,1,230.23,19.97
1185,484,85,2,53.19,15.6
1186,484,67,2,492.68,5.3
1187,485,72,1,470.91,11.39
1188,485,57,1,325.64,8.76
1189,485,63,4,364.65,16.01
1190,486,45,3,373.0,10.78
1191,487,88,4,394.11,2.16
1192,487,55,3,64.63,13.2
1193,487,85,2,53.19,15.6
1194,487,53,4,245.33,2.24
1195,488,68,3,478.74,19.91
1196,488,37,5,415.04,12.37
1197,488,31,5,138.96,4.46
1198,488,63,5,364.65,16.01
1199,489,61,1,123.01,9.46
1200,490,86,3,432.57,19.52
1201,490,48,2,498.07,10.58
1202,490,47,2,314.47,15.84
1203,491,82,5,353.42,11.22
1204,492,77,4,220.22,10.86
1205,492,32,3,212.12,0.6
1206,493,55,5,64.63,13.2
1207,493,78,2,408.92,5.99
1208,493,33,3,101.02,13.0
1209,493,68,2,478.74,19.91
1210,494,63,2,364.65,16.01
1211,494,50,5,477.0,17.52
1212,494,85,2,53.19,15.6
1213,495,39,5,227.8,16.68
1214,495,78,2,408.92,5.99
1215,495,47,3,314.47,15.84
1216,495,77,1,220.22,10.86
1217,496,78,3,408.92,5.99
1218,496,86,4,432.57,19.52
1219,497,68,1,478.74,19.91
1220,497,49,4,134.88,12.82
1221,497,60,1,140.68,9.71
1222,498,61,2,123.01,9.46
1223,499,64,2,71.81,3.67
1224,499,50,2,477.0,17.52
1225,499,57,2,325.64,8.76
1226,499,34,3,379.89,3.19
1227,500,40,2,468.45,12.96
1228,500,51,1,435.52,5.97
1229,500,86,4,432.57,19.52
1230,500,76,3,134.07,18.67
1231,501,31,4,138.96,4.46
1232,502,67,2,492.68,5.3
1233,502,79,4,371.72,3.11
1234,503,71,4,41.9,3.72
1235,503,58,1,170.37,11.77
1236,503,56,1,464.6,15.11
1237,503,61,5,123.01,9.46
1238,504,88,3,394.11,2.16
1239,505,74,1,134.28,2.62
1240,506,50,4,477.0,17.52
1241,506,39,5,227.8,16.68
1242,506,37,5,415.04,12.37
1243,507,83,1,417.63,11.65
1244,508,77,4,220.22,10.86
1245,508,64,2,71.81,3.67
1246,508,69,3,149.76,19.37
1247,508,52,4,381.73,10.79
1248,509,89,4,176.13,16.41
1249,509,82,1,353.42,11.22
1250,510,44,1,250.62,17.69
1251,510,77,5,220.22,10.86
1252,511,54,1,439.25,18.94
1253,512,69,1,149.76,19.37
1254,513,75,1,230.23,19.97
1255,514,38,2,331.31,15.46
1256,514,66,2,243.85,4.27
1257,514,47,1,314.47,15.84
1258,514,61,3,123.01,9.46
1259,515,70,2,26.97,9.54
1260,515,69,4,149.76,19.37
1261,515,75,1,230.23,19.97
